    INFO: 2026-02-18 13:20:48,867:               log.py:   20: Logging to C:\Users\hoang\NAPE\mdpdf.log
   DEBUG: 2026-02-18 13:20:51,094:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:51,096:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,106:      pdf_renderer.py:  470: printSegment: ESG (Environmental, Social, Governance) matters because it affects which investors can buy our
   DEBUG: 2026-02-18 13:20:51,108:      pdf_renderer.py:  470: printSegment: stock and what multiple we trade at.
   DEBUG: 2026-02-18 13:20:51,109:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,113:      pdf_renderer.py:  470: printSegment: ESG funds manage over $40 trillion globally. If we score poorly on ESG, these funds cannot invest
   DEBUG: 2026-02-18 13:20:51,115:      pdf_renderer.py:  470: printSegment: in us.
   DEBUG: 2026-02-18 13:20:51,116:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,126:      pdf_renderer.py:  470: printSegment: Hyperscalers like AWS, Microsoft, and Google have aggressive sustainability targets. They will
   DEBUG: 2026-02-18 13:20:51,129:      pdf_renderer.py:  470: printSegment: ONLY buy power from companies with strong ESG profiles.
   DEBUG: 2026-02-18 13:20:51,131:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,134:      pdf_renderer.py:  470: printSegment: Option 2 (sell to oil major) would DESTROY our ESG value — oil majors are divested by ESG funds.
   DEBUG: 2026-02-18 13:20:51,135:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,139:      pdf_renderer.py:  470: printSegment: Option 3 makes us the #1 ESG-aligned IPP in PJM. Nuclear = zero carbon. Gas with CCUS =
   DEBUG: 2026-02-18 13:20:51,140:      pdf_renderer.py:  470: printSegment: near-zero carbon.
   DEBUG: 2026-02-18 13:20:51,142:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,155:      pdf_renderer.py:  470: printSegment: The ESG scorecard compares all 3 options across 6 dimensions: Carbon Intensity, Regulatory Risk,
   DEBUG: 2026-02-18 13:20:51,158:      pdf_renderer.py:  470: printSegment: Hyperscaler Alignment, SEC Climate Readiness, Community Impact, Long-Term Sustainability.
   DEBUG: 2026-02-18 13:20:51,160:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,163:      pdf_renderer.py:  470: printSegment: Option 3 scores 5 out of 5 on virtually every dimension. Option 2 scores 1 out of 5 on most
   DEBUG: 2026-02-18 13:20:51,165:      pdf_renderer.py:  470: printSegment: dimensions.
   DEBUG: 2026-02-18 13:20:51,165:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,169:      pdf_renderer.py:  470: printSegment: ESG Value: This positioning is worth $2-4 billion over 5 years in higher multiples and premium
   DEBUG: 2026-02-18 13:20:51,170:      pdf_renderer.py:  470: printSegment: PPA pricing.
   DEBUG: 2026-02-18 13:20:51,171:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:51,172:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,174:      pdf_renderer.py:  470: printSegment: Let me show you why Option 3 is the clear ESG winner.
   DEBUG: 2026-02-18 13:20:51,177:      pdf_renderer.py:  470: printSegment: This ESG scorecard compares all three options across six key dimensions:
   DEBUG: 2026-02-18 13:20:51,179:      pdf_renderer.py:  470: printSegment: Carbon Intensity:
   DEBUG: 2026-02-18 13:20:51,181:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,182:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,184:      pdf_renderer.py:  470: printSegment: 3 out of 5
   DEBUG: 2026-02-18 13:20:51,187:      pdf_renderer.py:  470: printSegment:  — adding a data center increases our energy consumption without
   DEBUG: 2026-02-18 13:20:51,188:      pdf_renderer.py:  470: printSegment: reducing carbon
   DEBUG: 2026-02-18 13:20:51,189:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,190:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,192:      pdf_renderer.py:  470: printSegment: 1 out of 5
   DEBUG: 2026-02-18 13:20:51,194:      pdf_renderer.py:  470: printSegment:  — an oil major owner makes our carbon story worse, not better
   DEBUG: 2026-02-18 13:20:51,195:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,196:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,197:      pdf_renderer.py:  470: printSegment: 5 out of 5
   DEBUG: 2026-02-18 13:20:51,200:      pdf_renderer.py:  470: printSegment:  — nuclear is zero carbon, and CCUS on gas gives us near-zero
   DEBUG: 2026-02-18 13:20:51,202:      pdf_renderer.py:  470: printSegment: blended emissions
   DEBUG: 2026-02-18 13:20:51,204:      pdf_renderer.py:  470: printSegment: Regulatory ESG Risk:
   DEBUG: 2026-02-18 13:20:51,205:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,206:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,207:      pdf_renderer.py:  470: printSegment: 2 out of 5
   DEBUG: 2026-02-18 13:20:51,209:      pdf_renderer.py:  470: printSegment:  — higher execution risk, unclear ESG path
   DEBUG: 2026-02-18 13:20:51,210:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,211:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,212:      pdf_renderer.py:  470: printSegment: 1 out of 5
   DEBUG: 2026-02-18 13:20:51,215:      pdf_renderer.py:  470: printSegment:  — FERC and DOJ will scrutinize an oil major buying nuclear
   DEBUG: 2026-02-18 13:20:51,217:      pdf_renderer.py:  470: printSegment: assets
   DEBUG: 2026-02-18 13:20:51,218:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,219:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,220:      pdf_renderer.py:  470: printSegment: 4 out of 5
   DEBUG: 2026-02-18 13:20:51,222:      pdf_renderer.py:  470: printSegment:  — front-of-meter PPA is low regulatory risk with Talen precedent
   DEBUG: 2026-02-18 13:20:51,223:      pdf_renderer.py:  470: printSegment: Hyperscaler Alignment:
   DEBUG: 2026-02-18 13:20:51,225:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,226:      pdf_renderer.py:  470: printSegment: Option 1: 
   DEBUG: 2026-02-18 13:20:51,228:      pdf_renderer.py:  470: printSegment: 4 out of 5
   DEBUG: 2026-02-18 13:20:51,229:      pdf_renderer.py:  470: printSegment:  — we
   DEBUG: 2026-02-18 13:20:51,231:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,232:      pdf_renderer.py:  470: printSegment: d have a DC, but no power advantage
   DEBUG: 2026-02-18 13:20:51,233:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,235:      pdf_renderer.py:  470: printSegment: Option 2: 
   DEBUG: 2026-02-18 13:20:51,236:      pdf_renderer.py:  470: printSegment: 1 out of 5
   DEBUG: 2026-02-18 13:20:51,239:      pdf_renderer.py:  470: printSegment:  — AWS, Microsoft, and Google may REFUSE to buy from an
   DEBUG: 2026-02-18 13:20:51,240:      pdf_renderer.py:  470: printSegment: oil-major owned plant
   DEBUG: 2026-02-18 13:20:51,243:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,244:      pdf_renderer.py:  470: printSegment: Option 3: 
   DEBUG: 2026-02-18 13:20:51,245:      pdf_renderer.py:  470: printSegment: 5 out of 5
   DEBUG: 2026-02-18 13:20:51,248:      pdf_renderer.py:  470: printSegment:  — perfect alignment with hyperscaler 24/7 carbon-free energy
   DEBUG: 2026-02-18 13:20:51,249:      pdf_renderer.py:  470: printSegment: goals
   DEBUG: 2026-02-18 13:20:51,251:      pdf_renderer.py:  470: printSegment: SEC Climate Disclosure Readiness, Community Impact, Long-Term Sustainability:
   DEBUG: 2026-02-18 13:20:51,253:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,254:      pdf_renderer.py:  470: printSegment: Option 3 scores 
   DEBUG: 2026-02-18 13:20:51,256:      pdf_renderer.py:  470: printSegment: 5 out of 5
   DEBUG: 2026-02-18 13:20:51,257:      pdf_renderer.py:  470: printSegment:  on all three. Options 1 and 2 score 2-3.
   DEBUG: 2026-02-18 13:20:51,259:      pdf_renderer.py:  470: printSegment: The bottom line: 
   DEBUG: 2026-02-18 13:20:51,261:      pdf_renderer.py:  470: printSegment: Option 2 would DESTROY our ESG value.
   DEBUG: 2026-02-18 13:20:51,264:      pdf_renderer.py:  470: printSegment:  If Shell or Exxon buys us, ESG funds
   DEBUG: 2026-02-18 13:20:51,265:      pdf_renderer.py:  470: printSegment: holding 
   DEBUG: 2026-02-18 13:20:51,266:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,268:      pdf_renderer.py:  470: printSegment: 40+ trillion will divest. Our multiple collapses.
   DEBUG: 2026-02-18 13:20:51,270:      pdf_renderer.py:  470: printSegment: Option 3 does the opposite. We become the 
   DEBUG: 2026-02-18 13:20:51,271:      pdf_renderer.py:  470: printSegment: #1 ESG-aligned IPP
   DEBUG: 2026-02-18 13:20:51,274:      pdf_renderer.py:  470: printSegment:  in PJM. This positioning alone is
   DEBUG: 2026-02-18 13:20:51,275:      pdf_renderer.py:  470: printSegment: worth 
   DEBUG: 2026-02-18 13:20:51,276:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,278:      pdf_renderer.py:  470: printSegment: 2-4 billion in incremental value
   DEBUG: 2026-02-18 13:20:51,281:      pdf_renderer.py:  470: printSegment:  over 5 years through higher multiples and premium PPA
   DEBUG: 2026-02-18 13:20:51,282:      pdf_renderer.py:  470: printSegment: pricing.
   DEBUG: 2026-02-18 13:20:51,283:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,286:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:51,287:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,288:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,291:      pdf_renderer.py:  470: printSegment: Let me show you how we extend that ESG advantage with CCUS on our gas fleet.
   DEBUG: 2026-02-18 13:20:51,292:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,294:      pdf_renderer.py:  470: printSegment: SLIDE 12 — RISK ASSESSMENT 
   DEBUG: 2026-02-18 13:20:51,296:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-18 13:20:51,298:      pdf_renderer.py:  470: printSegment:  SOLUTION: CCUS VALUE STACK
   DEBUG: 2026-02-18 13:20:51,300:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:51,302:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,304:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:51,307:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:51,308:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,315:      pdf_renderer.py:  470: printSegment: CCUS = Carbon Capture, Utilization, and Storage. It captures CO2 from power plant exhaust before
   DEBUG: 2026-02-18 13:20:51,317:      pdf_renderer.py:  470: printSegment: it enters the atmosphere.
   DEBUG: 2026-02-18 13:20:51,318:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,322:      pdf_renderer.py:  470: printSegment: Our gas fleet is 6,500 MW — 50% of our total capacity — and produces the majority of our carbon
   DEBUG: 2026-02-18 13:20:51,324:      pdf_renderer.py:  470: printSegment: emissions.
   DEBUG: 2026-02-18 13:20:51,325:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,327:      pdf_renderer.py:  470: printSegment: Adding CCUS to gas plants creates a second value driver beyond the nuclear PPA.
   DEBUG: 2026-02-18 13:20:51,329:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,331:      pdf_renderer.py:  470: printSegment: The CCUS Value Stack has three components:
   DEBUG: 2026-02-18 13:20:51,332:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,334:      pdf_renderer.py:  470: printSegment: 45Q Tax Credit: $12.5/MWh (federal tax credit for capturing CO2)
   DEBUG: 2026-02-18 13:20:51,336:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,337:      pdf_renderer.py:  470: printSegment: Carbon Cost Avoidance: $8.0/MWh (avoiding future carbon taxes)
   DEBUG: 2026-02-18 13:20:51,338:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,340:      pdf_renderer.py:  470: printSegment: Premium PPA Pricing: $7.5/MWh (hyperscalers pay more for low-carbon power)
   DEBUG: 2026-02-18 13:20:51,341:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,342:      pdf_renderer.py:  470: printSegment: TOTAL: $28/MWh additional value
   DEBUG: 2026-02-18 13:20:51,343:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,361:      pdf_renderer.py:  470: printSegment: Combined Fleet Offering: Nuclear (2,200 MW, 0 CO2, 92% capacity factor) + Gas with CCUS
   DEBUG: 2026-02-18 13:20:51,366:      pdf_renderer.py:  470: printSegment: (6,500 MW, ~72 lb CO2/MWh after 90% capture) = Blended ~15 lb CO2/MWh with 99.9%
   DEBUG: 2026-02-18 13:20:51,367:      pdf_renderer.py:  470: printSegment: reliability
   DEBUG: 2026-02-18 13:20:51,368:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,370:      pdf_renderer.py:  470: printSegment: NO OTHER IPP in PJM can offer this combination. This is our competitive moat.
   DEBUG: 2026-02-18 13:20:51,371:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:51,372:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,374:      pdf_renderer.py:  470: printSegment: Option 3 isn
   DEBUG: 2026-02-18 13:20:51,375:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,377:      pdf_renderer.py:  470: printSegment: t just about nuclear. We also strengthen our gas fleet with 
   DEBUG: 2026-02-18 13:20:51,380:      pdf_renderer.py:  470: printSegment: Carbon Capture,
   DEBUG: 2026-02-18 13:20:51,382:      pdf_renderer.py:  470: printSegment: Utilization, and Storage — CCUS.
   DEBUG: 2026-02-18 13:20:51,419:      pdf_renderer.py:  470: printSegment: Our gas fleet is 6,500 MW — half our capacity — and generates most of our carbon emissions. CCUS
   DEBUG: 2026-02-18 13:20:51,421:      pdf_renderer.py:  470: printSegment: captures 90% of that CO2 before it reaches the atmosphere.
   DEBUG: 2026-02-18 13:20:51,422:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-02-18 13:20:51,423:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,425:      pdf_renderer.py:  470: printSegment: s the CCUS Value Stack — the additional revenue we capture per megawatt-hour:
   DEBUG: 2026-02-18 13:20:51,427:      pdf_renderer.py:  470: printSegment: Component 1: 45Q Tax Credit — $12.50 per MWh
   DEBUG: 2026-02-18 13:20:51,428:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,430:      pdf_renderer.py:  470: printSegment: The federal government pays us 
   DEBUG: 2026-02-18 13:20:51,432:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,436:      pdf_renderer.py:  470: printSegment: 85 per ton of
   DEBUG: 2026-02-18 13:20:51,438:      pdf_renderer.py:  470: printSegment: CO2 we capture and store. At 90% capture on gas, that
   DEBUG: 2026-02-18 13:20:51,439:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,440:      pdf_renderer.py:  470: printSegment: s 
   DEBUG: 2026-02-18 13:20:51,441:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,443:      pdf_renderer.py:  470: printSegment: 12.50 per MWh of free money.
   DEBUG: 2026-02-18 13:20:51,445:      pdf_renderer.py:  470: printSegment: Component 2: Carbon Cost Avoidance — $8.00 per MWh
   DEBUG: 2026-02-18 13:20:51,447:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,449:      pdf_renderer.py:  470: printSegment: Carbon taxes are coming. At 
   DEBUG: 2026-02-18 13:20:51,450:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,452:      pdf_renderer.py:  470: printSegment: 25 per ton,
   DEBUG: 2026-02-18 13:20:51,454:      pdf_renderer.py:  470: printSegment: avoiding emissions saves us 
   DEBUG: 2026-02-18 13:20:51,455:      pdf_renderer.py:  470: printSegment: $
   DEBUG: 2026-02-18 13:20:51,457:      pdf_renderer.py:  470: printSegment: 8 per MWh versus competitors who don
   DEBUG: 2026-02-18 13:20:51,458:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,460:      pdf_renderer.py:  470: printSegment: t have CCUS.
   DEBUG: 2026-02-18 13:20:51,463:      pdf_renderer.py:  470: printSegment: Component 3: Premium PPA Pricing — $7.50 per MWh
   DEBUG: 2026-02-18 13:20:51,465:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,472:      pdf_renderer.py:  470: printSegment: Hyperscalers pay MORE for low-carbon
   DEBUG: 2026-02-18 13:20:51,474:      pdf_renderer.py:  470: printSegment: power. They have sustainability mandates. We capture that premium.
   DEBUG: 2026-02-18 13:20:51,476:      pdf_renderer.py:  470: printSegment: TOTAL: $28 per MWh in additional value from CCUS.
   DEBUG: 2026-02-18 13:20:51,479:      pdf_renderer.py:  470: printSegment: Now look at our combined fleet offering:
   DEBUG: 2026-02-18 13:20:51,481:      pdf_renderer.py:  470: printSegment: | Fleet Component | Capacity | Carbon Intensity | Availability |
   DEBUG: 2026-02-18 13:20:51,484:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,486:      pdf_renderer.py:  470: printSegment: |-----------------|----------|------------------|--------------|
   DEBUG: 2026-02-18 13:20:51,487:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,490:      pdf_renderer.py:  470: printSegment: | Nuclear | 2,200 MW | 0 lb CO2/MWh | 92%
   DEBUG: 2026-02-18 13:20:51,492:      pdf_renderer.py:  470: printSegment: capacity factor |
   DEBUG: 2026-02-18 13:20:51,494:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,498:      pdf_renderer.py:  470: printSegment: | Gas with CCUS | 6,500 MW | ~72 lb CO2/MWh (90% capture) | Dispatchable |
   DEBUG: 2026-02-18 13:20:51,500:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,502:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:51,505:      pdf_renderer.py:  470: printSegment: Combined
   DEBUG: 2026-02-18 13:20:51,507:      pdf_renderer.py:  470: printSegment:  | 
   DEBUG: 2026-02-18 13:20:51,510:      pdf_renderer.py:  470: printSegment: 8,700 MW
   DEBUG: 2026-02-18 13:20:51,513:      pdf_renderer.py:  470: printSegment:  | 
   DEBUG: 2026-02-18 13:20:51,517:      pdf_renderer.py:  470: printSegment: ~15 lb CO2/MWh blended
   DEBUG: 2026-02-18 13:20:51,519:      pdf_renderer.py:  470: printSegment:  | 
   DEBUG: 2026-02-18 13:20:51,521:      pdf_renderer.py:  470: printSegment: 99.9% reliability
   DEBUG: 2026-02-18 13:20:51,522:      pdf_renderer.py:  470: printSegment:  |
   DEBUG: 2026-02-18 13:20:51,524:      pdf_renderer.py:  470: printSegment: No other IPP in PJM can offer this:
   DEBUG: 2026-02-18 13:20:51,525:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,528:      pdf_renderer.py:  470: printSegment: 24/7 near-zero carbon power at massive scale with 99.9%
   DEBUG: 2026-02-18 13:20:51,530:      pdf_renderer.py:  470: printSegment: reliability.
   DEBUG: 2026-02-18 13:20:51,532:      pdf_renderer.py:  470: printSegment:  This is our competitive moat.
   DEBUG: 2026-02-18 13:20:51,534:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,535:      pdf_renderer.py:  470: printSegment: *
   DEBUG: 2026-02-18 13:20:51,538:      pdf_renderer.py:  470: printSegment: Transition:
   DEBUG: 2026-02-18 13:20:51,539:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,541:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,543:      pdf_renderer.py:  470: printSegment: Let me walk you through the regulatory landscape and how we navigate it.
   DEBUG: 2026-02-18 13:20:51,545:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,548:      pdf_renderer.py:  470: printSegment: SLIDE 13 — NUCLEAR REGULATORY 
   DEBUG: 2026-02-18 13:20:51,550:      pdf_renderer.py:  470: printSegment: &
   DEBUG: 2026-02-18 13:20:51,551:      pdf_renderer.py:  470: printSegment:  RISK MANAGEMENT
   DEBUG: 2026-02-18 13:20:51,553:      pdf_renderer.py:  470: printSegment: Speaker: Cuong Nguyen
   DEBUG: 2026-02-18 13:20:51,555:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,556:      pdf_renderer.py:  470: printSegment: Time: ~90 seconds
   DEBUG: 2026-02-18 13:20:51,559:      pdf_renderer.py:  470: printSegment: Background you should understand:
   DEBUG: 2026-02-18 13:20:51,561:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,565:      pdf_renderer.py:  470: printSegment: There are 4 regulatory bodies that matter: NRC, FERC, State PUC, and PJM RTO.
   DEBUG: 2026-02-18 13:20:51,566:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,593:      pdf_renderer.py:  470: printSegment: NRC (Nuclear Regulatory Commission): Governs nuclear plant safety and licensing. For
   DEBUG: 2026-02-18 13:20:51,601:      pdf_renderer.py:  470: printSegment: front-of-meter PPA, NO license change needed. For behind-the-meter, we need a license
   DEBUG: 2026-02-18 13:20:51,604:      pdf_renderer.py:  470: printSegment: amendment, but Talen already got this approved.
   DEBUG: 2026-02-18 13:20:51,606:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,638:      pdf_renderer.py:  470: printSegment: FERC (Federal Energy Regulatory Commission): Governs wholesale electricity markets. FERC is
   DEBUG: 2026-02-18 13:20:51,651:      pdf_renderer.py:  470: printSegment: concerned about behind-the-meter reducing grid capacity. Our solution: front-of-meter PPA as
   DEBUG: 2026-02-18 13:20:51,653:      pdf_renderer.py:  470: printSegment: primary path (no FERC approval needed), behind-the-meter as fallback. Talen
   DEBUG: 2026-02-18 13:20:51,655:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,657:      pdf_renderer.py:  470: printSegment: s deal survived FERC
   DEBUG: 2026-02-18 13:20:51,658:      pdf_renderer.py:  470: printSegment: review.
   DEBUG: 2026-02-18 13:20:51,660:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,665:      pdf_renderer.py:  470: printSegment: State PUC: Governs siting permits. Nuclear sites already have industrial zoning. Pennsylvania PUC
   DEBUG: 2026-02-18 13:20:51,667:      pdf_renderer.py:  470: printSegment: already approved Talen
   DEBUG: 2026-02-18 13:20:51,669:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,670:      pdf_renderer.py:  470: printSegment: s campus. Low risk.
   DEBUG: 2026-02-18 13:20:51,672:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,686:      pdf_renderer.py:  470: printSegment: PJM RTO: Regional grid operator. Concerned about capacity obligations if load moves behind the
   DEBUG: 2026-02-18 13:20:51,688:      pdf_renderer.py:  470: printSegment: meter. Our solution: maintain front-of-meter to preserve capacity market revenue.
   DEBUG: 2026-02-18 13:20:51,690:      pdf_renderer.py:  470: printSegment: l
   DEBUG: 2026-02-18 13:20:51,694:      pdf_renderer.py:  470: printSegment: The KEY insight: Front-of-meter PPA is our PRIMARY path. It requires NO regulatory approval
   DEBUG: 2026-02-18 13:20:51,695:      pdf_renderer.py:  470: printSegment: because it
   DEBUG: 2026-02-18 13:20:51,696:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,702:      pdf_renderer.py:  470: printSegment: s a standard bilateral wholesale contract. Behind-the-meter is a FALLBACK for extra
   DEBUG: 2026-02-18 13:20:51,703:      pdf_renderer.py:  470: printSegment: value, not the base case.
   DEBUG: 2026-02-18 13:20:51,704:      pdf_renderer.py:  470: printSegment: What to say:
   DEBUG: 2026-02-18 13:20:51,706:      pdf_renderer.py:  470: printSegment: "
   DEBUG: 2026-02-18 13:20:51,708:      pdf_renderer.py:  470: printSegment: Let me walk through the regulatory landscape for Option 3. There are four bodies that matter.
   DEBUG: 2026-02-18 13:20:51,709:      pdf_renderer.py:  470: printSegment: Here
   DEBUG: 2026-02-18 13:20:51,710:      pdf_renderer.py:  470: printSegment: '
   DEBUG: 2026-02-18 13:20:51,712:      pdf_renderer.py:  470: printSegment: s our Nuclear Regulatory Risk Matrix:
   DEBUG: 2026-02-18 13:20:51,714:      pdf_renderer.py:  470: printSegment: | Regulatory Body | Key Concern | Risk Level | Our Solution |
   DEBUG: 2026-02-18 13:20:51,715:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,717:      pdf_renderer.py:  470: printSegment: |-----------------|-------------|------------|--------------|
   DEBUG: 2026-02-18 13:20:51,718:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,719:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:51,720:      pdf_renderer.py:  470: printSegment: NRC
   DEBUG: 2026-02-18 13:20:51,722:      pdf_renderer.py:  470: printSegment:  | License amendment for data center
   DEBUG: 2026-02-18 13:20:51,724:      pdf_renderer.py:  470: printSegment: co-location | 
   DEBUG: 2026-02-18 13:20:51,725:      pdf_renderer.py:  470: printSegment: Low-Medium
   DEBUG: 2026-02-18 13:20:51,729:      pdf_renderer.py:  470: printSegment:  | Front-of-meter PPA needs NO license change. Behind-the-meter has
   DEBUG: 2026-02-18 13:20:51,731:      pdf_renderer.py:  470: printSegment: Talen precedent: approved. |
   DEBUG: 2026-02-18 13:20:51,732:      pdf_renderer.py:  470: printSegment:  
   DEBUG: 2026-02-18 13:20:51,733:      pdf_renderer.py:  470: printSegment: | 
   DEBUG: 2026-02-18 13:20:51,734:      pdf_renderer.py:  470: printSegment: FERC
   DEBUG: 2026-02-18 13:20:51,736:      pdf_renderer.py:  470: printSegment:  | Behind-the-meter reduces grid capacity | 
   DEBUG: 2026-02-18 13:20:51,737:      pdf_renderer.py:  470: printSegment: Medium
   DEBUG: 2026-02-18 13:20:51,746:      pdf_renderer.py:  470: printSegment:  |
